GH_LUX,GH_Humidity,GH_Temperature,GH_Pressure,GH_Days
0.001,79.98,14.98,101.98616,2021-06-01 02:40:00
0.001,79.47,14.62,101.96945,2021-06-01 03:20:00
0.001,80.94,14.18,101.95598000000001,2021-06-01 04:00:00
1.67,82.08,13.9,101.94499,2021-06-01 04:40:00
120.0,83.88,13.68,101.94266,2021-06-01 05:20:00
870.0,83.23,13.8,101.93863,2021-06-01 06:00:00
1471.67,81.61,14.42,101.91888,2021-06-01 06:40:00
2024.17,74.99,15.88,101.90384,2021-06-01 07:20:00
6644.17,51.89,21.7,101.8902,2021-06-01 08:00:00
7530.83,41.86,24.99,101.86001999999999,2021-06-01 08:40:00
8120.0,35.06,27.86,101.85036,2021-06-01 09:00:31
54612.5,33.88,29.37,101.84214,2021-06-01 09:20:00
10530.0,24.56,32.87,101.80416,2021-06-01 10:00:00
37314.16,19.97,37.2,101.75267,2021-06-01 10:40:00
15736.67,18.62,38.41,101.7133,2021-06-01 11:20:00
24195.83,15.46,41.0,101.6722,2021-06-01 12:00:00
13946.67,10.27,47.17,101.60842,2021-06-01 12:40:00
9373.33,17.37,39.85,101.54058,2021-06-01 13:20:00
9343.33,19.0,38.24,101.48897,2021-06-01 14:00:00
9074.17,15.0,42.11,101.45356,2021-06-01 14:40:00
8518.33,11.04,45.71,101.38367,2021-06-01 15:20:00
8911.67,15.69,40.41,101.31352,2021-06-01 16:00:00
8490.0,12.72,44.06,101.25609,2021-06-01 16:40:00
7469.17,19.17,38.18,101.2093,2021-06-01 17:20:00
6484.17,19.58,36.3,101.15409,2021-06-01 18:00:00
4054.17,28.26,33.67,101.11161,2021-06-01 18:40:00
3262.5,34.56,30.89,101.06811,2021-06-01 19:20:00
1987.5,36.39,28.44,101.03545,2021-06-01 20:00:00
606.67,44.69,25.2,101.01169,2021-06-01 20:40:00
37.5,54.94,22.54,100.99555,2021-06-01 21:20:00
0.001,56.32,21.72,100.9952,2021-06-01 22:00:00
0.001,59.76,20.42,101.00031,2021-06-01 22:40:00
0.001,53.1,20.32,100.96789,2021-06-01 23:20:00
0.001,56.23,19.49,100.98754,2021-06-02 00:00:00
0.001,62.62,18.49,101.00981,2021-06-02 00:40:00
0.001,67.75,17.36,101.03392,2021-06-02 01:20:00
0.001,66.82,17.26,101.01809,2021-06-02 02:00:00
0.001,66.23,17.0,101.01451999999999,2021-06-02 02:40:00
0.001,68.04,16.38,101.03963,2021-06-02 03:20:00
0.001,64.11,16.45,101.03392,2021-06-02 04:00:00
3.33,73.0,15.72,101.06948,2021-06-02 04:40:00
216.67,73.96,15.37,101.10279,2021-06-02 05:20:00
892.5,72.85,15.66,101.12054,2021-06-02 06:00:00
1490.83,71.01,16.72,101.1667,2021-06-02 06:40:00
2141.67,63.69,18.02,101.1788,2021-06-02 07:20:00
6855.83,46.22,23.82,101.17704,2021-06-02 08:00:00
7595.0,36.81,28.21,101.17801999999999,2021-06-02 08:40:00
54612.5,29.11,31.28,101.18068000000001,2021-06-02 09:20:00
10850.0,22.41,36.34,101.22636,2021-06-02 10:00:00
32006.67,15.61,41.62,101.19589,2021-06-02 10:40:00
29341.67,14.87,43.87,101.2138,2021-06-02 11:20:00
20760.83,12.03,46.91,101.20891,2021-06-02 12:00:00
13782.5,11.0,47.67,101.161,2021-06-02 12:40:00
9627.5,16.01,43.05,101.14107,2021-06-02 13:20:00
9479.17,18.4,40.51,101.11668,2021-06-02 14:00:00
9125.0,14.47,43.9,101.09258,2021-06-02 14:40:00
8584.17,10.27,48.12,101.06292,2021-06-02 15:20:00
8225.0,16.57,41.22,101.04021999999999,2021-06-02 16:00:00
8543.33,15.83,41.45,101.0,2021-06-02 16:40:00
7619.17,19.53,37.5,100.97119,2021-06-02 17:20:00
5804.17,21.44,35.68,100.94758,2021-06-02 18:00:00
3792.5,24.24,34.34,100.94015999999999,2021-06-02 18:40:00
3579.17,26.69,32.3,100.94675,2021-06-02 19:20:00
1205.83,31.15,29.7,100.93908,2021-06-02 20:00:00
486.67,39.43,26.36,100.949,2021-06-02 20:40:00
30.83,53.43,23.93,100.99216,2021-06-02 21:20:00
0.001,57.97,22.55,101.00359,2021-06-02 22:00:00
0.001,53.95,21.57,101.03344,2021-06-02 22:40:00
0.001,55.63,21.22,101.01353,2021-06-02 23:20:00
0.001,55.66,20.7,101.08581,2021-06-03 00:00:00
0.001,58.53,20.12,101.10087,2021-06-03 00:40:00
0.001,57.79,20.04,101.12375,2021-06-03 01:20:00
0.001,62.67,19.11,101.14144,2021-06-03 02:00:00
0.001,60.69,19.0,101.14925,2021-06-03 02:40:00
0.001,65.87,18.13,101.15847,2021-06-03 03:20:00
0.001,71.05,17.59,101.21152,2021-06-03 04:00:00
1.67,71.35,17.27,101.18534,2021-06-03 04:40:00
84.17,71.85,17.26,101.23586,2021-06-03 05:20:00
405.83,68.04,17.61,101.24299,2021-06-03 06:00:00
1094.17,66.84,18.08,101.27744,2021-06-03 06:40:00
1822.5,61.96,19.45,101.32059,2021-06-03 07:20:00
2323.33,58.95,20.29,101.37679,2021-06-03 08:00:00
4816.67,55.05,21.34,101.36263,2021-06-03 08:40:00
54612.5,41.93,25.87,101.3447,2021-06-03 09:20:00
10656.67,33.83,29.57,101.32911,2021-06-03 10:00:00
28956.67,19.75,38.74,101.3257,2021-06-03 10:40:00
33037.5,23.9,35.97,101.33705,2021-06-03 11:20:00
22765.0,15.23,43.36,101.35922,2021-06-03 12:00:00
14281.67,17.38,41.43,101.32834,2021-06-03 12:40:00
10831.67,20.94,37.34,101.28956,2021-06-03 13:20:00
7740.0,21.52,37.88,101.2724,2021-06-03 14:00:00
7470.0,19.56,40.19,101.25778000000001,2021-06-03 14:40:00
9176.67,12.84,46.53,101.23106,2021-06-03 15:20:00
9464.17,18.55,40.7,101.17025,2021-06-03 16:00:00
8610.83,17.29,41.84,101.15788,2021-06-03 16:40:00
7307.5,25.41,35.49,101.12536,2021-06-03 17:20:00
6191.67,28.35,33.48,101.11825,2021-06-03 18:00:00
3947.5,31.21,30.91,101.08334,2021-06-03 18:40:00
3144.17,38.4,27.68,101.07276,2021-06-03 19:20:00
1889.17,44.72,25.69,101.07755,2021-06-03 20:00:00
536.67,49.78,22.94,101.05815,2021-06-03 20:40:00
36.67,44.26,20.66,101.0842,2021-06-03 21:20:00
0.001,41.61,19.62,101.13311,2021-06-03 22:00:00
0.001,45.52,18.37,101.16081,2021-06-03 22:40:00
0.001,51.02,17.68,101.19056,2021-06-03 23:20:00
0.001,56.83,17.22,101.20193,2021-06-04 00:00:00
0.001,53.42,16.72,101.24469,2021-06-04 00:40:00
0.001,53.64,15.9,101.26156999999999,2021-06-04 01:20:00
0.001,54.91,15.18,101.30045,2021-06-04 02:00:00
0.001,58.68,14.39,101.31342,2021-06-04 02:40:00
0.001,59.93,13.8,101.33109,2021-06-04 03:20:00
0.001,60.49,13.5,101.36836,2021-06-04 04:00:00
2.5,61.88,12.92,101.42727,2021-06-04 04:40:00
183.33,62.98,12.8,101.4328,2021-06-04 05:20:00
1085.0,62.75,13.25,101.47176999999999,2021-06-04 06:00:00
2510.0,61.94,13.61,101.51301,2021-06-04 06:40:00
3370.0,56.38,14.91,101.56231,2021-06-04 07:20:00
2800.83,56.52,15.27,101.55056,2021-06-04 08:00:00
3480.0,54.59,15.59,101.58958,2021-06-04 08:40:00
9536.67,48.43,17.62,101.61445,2021-06-04 09:20:00
10860.0,35.98,22.35,101.66909,2021-06-04 10:00:00
8326.67,42.87,19.25,101.65758000000001,2021-06-04 10:40:00
10445.83,34.46,23.65,101.68097,2021-06-04 11:20:00
17036.67,30.98,25.9,101.66185,2021-06-04 12:00:00
16000.0,26.54,28.98,101.6438,2021-06-04 12:40:00
5164.17,40.46,21.47,101.68455,2021-06-04 13:20:00
6288.33,45.15,20.2,101.69092,2021-06-04 14:00:00
3718.33,47.63,20.79,101.68522,2021-06-04 14:40:00
2350.0,46.65,19.26,101.6709,2021-06-04 15:20:00
2117.5,48.39,18.5,101.66603,2021-06-04 16:00:00
2838.33,46.2,19.83,101.61983,2021-06-04 16:40:00
3390.0,43.99,20.07,101.59765,2021-06-04 17:20:00
3017.5,45.5,20.34,101.54783,2021-06-04 18:00:00
1999.17,47.4,19.53,101.4962,2021-06-04 18:40:00
699.17,50.83,19.26,101.46036,2021-06-04 19:20:00
241.67,53.13,17.53,101.45416999999999,2021-06-04 20:00:00
55.83,74.83,15.72,101.44117,2021-06-04 20:40:00
5.0,79.66,14.93,101.43241,2021-06-04 21:20:00
0.001,81.49,14.2,101.38623,2021-06-04 22:00:00
0.001,80.42,13.75,101.35744,2021-06-04 22:40:00
0.001,83.77,13.54,101.32214,2021-06-04 23:20:00
0.001,83.79,13.33,101.31738,2021-06-05 00:00:00
0.001,85.17,13.19,101.26305,2021-06-05 00:40:00
0.001,84.67,12.89,101.20858,2021-06-05 01:20:00
0.001,84.81,12.56,101.17905,2021-06-05 02:00:00
0.001,86.71,12.28,101.15342,2021-06-05 02:40:00
0.001,86.9,12.29,101.14788,2021-06-05 03:20:00
0.001,87.38,12.43,101.15631,2021-06-05 04:00:00
0.83,86.22,12.38,101.14016,2021-06-05 04:40:00
65.0,87.61,12.25,101.10108000000001,2021-06-05 05:20:00
772.5,83.71,13.01,101.07994,2021-06-05 06:00:00
530.0,79.83,13.39,101.12571,2021-06-05 06:40:00
1699.17,77.48,14.2,101.12353,2021-06-05 07:20:00
2401.67,67.54,16.25,101.10587,2021-06-05 08:00:00
4287.5,60.54,18.29,101.14227,2021-06-05 08:40:00
5347.5,48.15,21.7,101.15048,2021-06-05 09:20:00
6260.0,50.79,19.92,101.15561,2021-06-05 10:00:00
7543.33,41.89,22.66,101.14200000000001,2021-06-05 10:40:00
6506.67,31.71,25.59,101.16673,2021-06-05 11:20:00
21595.0,26.48,29.02,101.18164,2021-06-05 12:00:00
6901.67,27.89,28.06,101.21036,2021-06-05 12:40:00
8107.5,22.12,30.6,101.22625,2021-06-05 13:20:00
7306.67,28.68,27.65,101.26992,2021-06-05 14:00:00
8677.5,25.84,28.61,101.26633000000001,2021-06-05 14:40:00
11346.67,14.16,39.5,101.26451999999999,2021-06-05 15:20:00
11845.83,18.55,32.81,101.27408,2021-06-05 16:00:00
4060.0,35.54,22.58,101.30031,2021-06-05 16:40:00
5951.67,35.33,22.45,101.31595,2021-06-05 17:20:00
8480.0,27.0,26.1,101.29944,2021-06-05 18:00:00
4325.0,32.06,23.3,101.32826999999999,2021-06-05 18:40:00
1659.17,41.51,19.44,101.36,2021-06-05 19:20:00
700.83,50.89,17.11,101.36927,2021-06-05 20:00:00
171.67,53.21,15.11,101.42327,2021-06-05 20:40:00
25.83,71.05,13.78,101.43515,2021-06-05 21:20:00
0.001,77.62,12.98,101.46688,2021-06-05 22:00:00
0.001,76.43,12.33,101.48503000000001,2021-06-05 22:40:00
0.001,77.54,11.9,101.52060999999999,2021-06-05 23:20:00
0.001,77.72,11.64,101.53138,2021-06-06 00:00:00
0.001,79.24,10.99,101.54936,2021-06-06 00:40:00
0.001,78.64,11.21,101.54758000000001,2021-06-06 01:20:00
0.001,79.55,11.2,101.55202,2021-06-06 02:00:00
0.001,81.42,10.84,101.54205,2021-06-06 02:40:00
0.001,84.28,10.66,101.52781,2021-06-06 03:20:00
0.001,84.47,10.47,101.50191,2021-06-06 04:00:00
1.67,85.09,10.18,101.49123,2021-06-06 04:40:00
141.67,84.38,9.73,101.47222,2021-06-06 05:20:00
333.33,82.54,9.89,101.49349,2021-06-06 06:00:00
2624.17,74.48,12.17,101.47387,2021-06-06 06:40:00
3148.33,62.84,14.59,101.44605,2021-06-06 07:20:00
3275.83,58.11,15.08,101.43049,2021-06-06 08:00:00
4517.5,53.61,16.36,101.40091,2021-06-06 08:40:00
5453.33,47.21,18.45,101.37161,2021-06-06 09:20:00
919.17,62.59,14.73,101.34052,2021-06-06 10:00:00
3511.67,67.79,14.79,101.31592,2021-06-06 10:40:00
2543.33,67.07,15.0,101.29269,2021-06-06 11:20:00
1713.33,71.56,13.56,101.25473000000001,2021-06-06 12:00:00
1821.67,75.57,12.86,101.24165,2021-06-06 12:40:00
4235.0,56.89,18.04,101.19286,2021-06-06 13:20:00
5897.5,53.82,19.35,101.16676,2021-06-06 14:00:00
3404.17,55.18,18.35,101.1663,2021-06-06 14:40:00
6033.33,52.48,19.55,101.13507,2021-06-06 15:20:00
3901.67,51.2,19.96,101.1118,2021-06-06 16:00:00
3680.83,59.99,17.64,101.08622,2021-06-06 16:40:00
2620.0,58.96,16.93,101.07016999999999,2021-06-06 17:20:00
2460.0,60.06,16.5,101.05914,2021-06-06 18:00:00
1348.33,66.64,14.18,101.03804000000001,2021-06-06 18:40:00
940.83,68.93,13.81,101.0272,2021-06-06 19:20:00
381.67,72.61,12.84,101.00541,2021-06-06 20:00:00
122.5,73.75,11.59,100.97384,2021-06-06 20:40:00
8.33,77.88,10.86,100.96728,2021-06-06 21:20:00
0.001,78.42,10.41,100.99186,2021-06-06 22:00:00
0.001,81.78,10.02,100.98038,2021-06-06 22:40:00
0.001,82.72,9.85,100.98527,2021-06-06 23:20:00
0.001,83.74,9.68,101.00215,2021-06-07 00:00:00
0.001,84.45,9.41,101.01108,2021-06-07 00:40:00
0.001,84.86,9.45,101.02559000000001,2021-06-07 01:20:00
0.001,85.17,9.44,101.04434,2021-06-07 02:00:00
0.001,84.11,9.24,101.05659,2021-06-07 02:40:00
0.001,85.49,9.26,101.10991,2021-06-07 03:20:00
0.001,86.97,9.03,101.13413,2021-06-07 04:00:00
1.67,87.1,9.01,101.1605,2021-06-07 04:40:00
143.33,86.67,8.94,101.19634,2021-06-07 05:20:00
533.33,85.11,9.47,101.2303,2021-06-07 06:00:00
1467.5,78.63,11.13,101.25817,2021-06-07 06:40:00
2480.83,70.49,12.8,101.28875,2021-06-07 07:20:00
7137.5,51.3,17.57,101.30628,2021-06-07 08:00:00
9540.0,50.23,17.87,101.33283,2021-06-07 08:40:00
7867.5,42.56,20.04,101.36771999999999,2021-06-07 09:20:00
2971.67,32.29,24.57,101.37122,2021-06-07 10:00:00
11870.83,37.73,21.79,101.39544,2021-06-07 10:40:00
32615.0,23.32,29.36,101.37698,2021-06-07 11:20:00
22981.67,14.87,36.75,101.37608,2021-06-07 12:00:00
7577.5,22.35,28.14,101.36946999999999,2021-06-07 12:40:00
6119.17,21.09,29.2,101.35044,2021-06-07 13:20:00
10243.33,24.35,29.53,101.32611,2021-06-07 14:00:00
12915.83,16.88,34.27,101.29733,2021-06-07 14:40:00
11489.17,13.44,38.56,101.3033,2021-06-07 15:20:00
6173.33,16.62,34.97,101.30495,2021-06-07 16:00:00
9468.33,12.81,37.17,101.28375,2021-06-07 16:40:00
8321.67,19.11,30.57,101.26008,2021-06-07 17:20:00
7617.5,19.48,29.99,101.25705,2021-06-07 18:00:00
4355.0,24.92,26.17,101.23165999999999,2021-06-07 18:40:00
3385.83,29.45,22.85,101.22009,2021-06-07 19:20:00
1924.17,36.62,20.18,101.23463,2021-06-07 20:00:00
593.33,45.71,17.04,101.24628,2021-06-07 20:40:00
50.0,51.22,14.78,101.25534,2021-06-07 21:20:00
0.001,58.23,13.06,101.27499,2021-06-07 22:00:00
0.001,61.97,11.82,101.29134,2021-06-07 22:40:00
0.001,67.18,10.87,101.31013,2021-06-07 23:20:00
0.001,70.9,10.12,101.31392,2021-06-08 00:00:00
0.001,73.83,9.43,101.30570999999999,2021-06-08 00:40:00
0.001,74.99,9.0,101.30976,2021-06-08 01:20:00
0.001,77.45,8.53,101.32309000000001,2021-06-08 02:00:00
0.001,81.17,7.74,101.33526,2021-06-08 02:40:00
0.001,81.66,7.7,101.35694,2021-06-08 03:20:00
0.001,83.56,7.32,101.35088,2021-06-08 04:00:00
3.33,84.39,6.81,101.34478,2021-06-08 04:40:00
200.83,84.64,6.58,101.35427,2021-06-08 05:20:00
732.5,84.55,6.98,101.37848000000001,2021-06-08 06:00:00
1250.83,80.04,8.41,101.39307,2021-06-08 06:40:00
2160.0,75.71,10.24,101.38983,2021-06-08 07:20:00
4254.17,55.31,15.04,101.38829,2021-06-08 08:00:00
7053.33,37.51,21.11,101.39259,2021-06-08 08:40:00
11041.67,30.08,24.81,101.40486,2021-06-08 09:20:00
8613.33,29.92,24.42,101.38948,2021-06-08 10:00:00
16835.83,24.4,29.32,101.38,2021-06-08 10:40:00
11705.83,19.67,33.22,101.36314,2021-06-08 11:20:00
20572.5,12.36,39.52,101.36923,2021-06-08 12:00:00
14546.67,8.91,43.05,101.35654,2021-06-08 12:40:00
9464.17,14.0,35.4,101.34663,2021-06-08 13:20:00
9704.17,14.56,34.9,101.33827,2021-06-08 14:00:00
9235.0,11.23,37.09,101.33809000000001,2021-06-08 14:40:00
8610.0,8.49,42.03,101.33482,2021-06-08 15:20:00
9187.5,14.44,34.94,101.33762,2021-06-08 16:00:00
8664.17,9.93,37.71,101.33731,2021-06-08 16:40:00
8241.67,15.83,32.52,101.33570999999999,2021-06-08 17:20:00
7573.33,16.65,31.39,101.35819,2021-06-08 18:00:00
5066.67,22.75,28.82,101.36431,2021-06-08 18:40:00
3083.33,29.51,23.75,101.40266,2021-06-08 19:20:00
1915.83,40.43,21.37,101.45246999999999,2021-06-08 20:00:00
560.0,47.42,18.96,101.51041,2021-06-08 20:40:00
55.0,53.65,16.89,101.54521,2021-06-08 21:20:00
0.001,59.63,15.54,101.58081,2021-06-08 22:00:00
0.001,62.0,14.22,101.58736,2021-06-08 22:40:00
0.001,60.09,13.48,101.6102,2021-06-08 23:20:00
0.001,61.44,12.53,101.62804,2021-06-09 00:00:00
0.001,58.55,12.92,101.64664,2021-06-09 00:40:00
0.001,58.64,13.26,101.64589000000001,2021-06-09 01:20:00
0.001,74.72,12.78,101.67841999999999,2021-06-09 02:00:00
0.001,75.62,12.73,101.69448,2021-06-09 02:40:00
0.001,73.43,12.8,101.70937,2021-06-09 03:20:00
0.001,80.69,12.15,101.76,2021-06-09 04:00:00
0.83,80.39,11.93,101.77399,2021-06-09 04:40:00
34.17,80.59,11.8,101.80882,2021-06-09 05:20:00
259.17,81.13,11.75,101.83723,2021-06-09 06:00:00
1055.83,78.7,12.81,101.83431,2021-06-09 06:40:00
936.67,75.06,13.23,101.8483,2021-06-09 07:20:00
1425.83,72.82,13.56,101.88314,2021-06-09 08:00:00
3250.0,66.96,15.17,101.88775,2021-06-09 08:40:00
4865.83,54.81,18.88,101.89766,2021-06-09 09:20:00
3051.67,51.66,20.06,101.90564,2021-06-09 10:00:00
6478.33,41.89,23.15,101.89052,2021-06-09 10:40:00
35823.33,22.88,32.85,101.88718,2021-06-09 11:20:00
21313.33,17.42,34.62,101.8808,2021-06-09 12:00:00
15507.5,8.82,42.44,101.85526999999999,2021-06-09 12:40:00
4060.83,23.95,25.64,101.83125,2021-06-09 13:20:00
4607.5,18.46,32.0,101.80469,2021-06-09 14:00:00
5879.17,18.83,31.41,101.79748000000001,2021-06-09 14:40:00
3381.67,22.55,27.67,101.78295,2021-06-09 15:20:00
4515.83,19.64,31.04,101.78701,2021-06-09 16:00:00
3193.33,22.91,27.09,101.78342,2021-06-09 16:40:00
2055.83,31.62,22.35,101.77516999999999,2021-06-09 17:20:00
8672.5,23.44,27.44,101.77077,2021-06-09 18:00:00
3240.83,32.94,22.25,101.76595,2021-06-09 18:40:00
4000.83,32.51,23.69,101.76321999999999,2021-06-09 19:20:00
1703.33,44.01,20.45,101.7828,2021-06-09 20:00:00
537.5,50.76,17.53,101.80034,2021-06-09 20:40:00
63.33,62.08,15.8,101.8103,2021-06-09 21:20:00
0.001,68.83,14.11,101.81508000000001,2021-06-09 22:00:00
0.001,71.29,12.81,101.79394,2021-06-09 22:40:00
0.001,67.61,11.86,101.74128,2021-06-09 23:20:00
0.001,68.96,11.0,101.71602,2021-06-10 00:00:00
0.001,71.6,10.23,101.71913,2021-06-10 00:40:00
0.001,72.54,9.8,101.73117,2021-06-10 01:20:00
0.001,74.59,9.16,101.76581,2021-06-10 02:00:00
0.001,74.42,8.88,101.77790999999999,2021-06-10 02:40:00
0.001,74.86,9.03,101.8135,2021-06-10 03:20:00
0.001,75.52,8.89,101.83413,2021-06-10 04:00:00
2.5,76.88,8.68,101.83958,2021-06-10 04:40:00
202.5,78.04,8.62,101.84009,2021-06-10 05:20:00
794.17,75.72,9.77,101.85998000000001,2021-06-10 06:00:00
1605.0,68.13,11.91,101.85259,2021-06-10 06:40:00
3625.83,61.7,14.67,101.87377,2021-06-10 07:20:00
4254.17,56.52,17.32,101.88715,2021-06-10 08:00:00
265.83,61.85,15.12,101.89822,2021-06-10 08:40:00
3728.33,68.28,16.14,101.93812,2021-06-10 09:20:00
13302.5,48.42,21.19,101.92655,2021-06-10 10:00:00
8515.0,37.96,24.36,101.90802,2021-06-10 10:40:00
31139.17,35.23,24.39,101.91508,2021-06-10 11:20:00
9497.5,36.97,23.11,101.9425,2021-06-10 12:00:00
7687.5,31.68,24.76,101.94555,2021-06-10 12:40:00
2855.0,32.75,22.69,101.95739,2021-06-10 13:20:00
3329.17,37.3,19.94,101.97798,2021-06-10 14:00:00
5790.0,29.97,23.77,101.96134,2021-06-10 14:40:00
7077.5,28.14,24.62,101.95213,2021-06-10 15:20:00
2933.33,32.91,21.46,101.94372,2021-06-10 16:00:00
3081.67,35.39,20.5,101.93491999999999,2021-06-10 16:40:00
3474.17,33.03,21.66,101.90433,2021-06-10 17:20:00
4587.5,29.47,22.97,101.86129,2021-06-10 18:00:00
2754.17,33.25,21.79,101.8467,2021-06-10 18:40:00
1504.17,36.86,19.76,101.85323000000001,2021-06-10 19:20:00
1366.67,41.58,18.43,101.84094,2021-06-10 20:00:00
362.5,47.7,16.59,101.82332,2021-06-10 20:40:00
18.33,51.42,15.0,101.81538,2021-06-10 21:20:00
0.001,55.14,14.2,101.80681,2021-06-10 22:00:00
0.001,60.2,13.65,101.77994,2021-06-10 22:40:00
0.001,60.1,13.17,101.74458,2021-06-10 23:20:00
0.001,62.26,12.67,101.70714,2021-06-11 00:00:00
0.001,64.45,12.24,101.6608,2021-06-11 00:40:00
0.001,65.58,11.83,101.61118,2021-06-11 01:20:00
0.001,66.67,11.51,101.57753000000001,2021-06-11 02:00:00
0.001,66.66,11.46,101.52497,2021-06-11 02:40:00
0.001,64.16,11.67,101.46967,2021-06-11 03:20:00
0.001,65.72,11.51,101.39936,2021-06-11 04:00:00
2.5,65.18,11.47,101.35977,2021-06-11 04:40:00
142.5,69.16,10.64,101.33922,2021-06-11 05:20:00
814.17,67.75,11.33,101.31203000000001,2021-06-11 06:00:00
1030.0,63.63,12.85,101.27713,2021-06-11 06:40:00
1601.67,56.65,14.52,101.23806,2021-06-11 07:20:00
1455.0,52.29,15.42,101.19783000000001,2021-06-11 08:00:00
3965.0,46.48,17.54,101.1552,2021-06-11 08:40:00
9488.33,35.18,22.84,101.15644,2021-06-11 09:20:00
3579.17,39.06,20.89,101.14842,2021-06-11 10:00:00
4633.33,38.68,21.23,101.16903,2021-06-11 10:40:00
5448.33,32.32,22.93,101.17054,2021-06-11 11:20:00
6025.0,31.07,23.53,101.15292,2021-06-11 12:00:00
6799.17,28.27,25.23,101.12253,2021-06-11 12:40:00
3442.5,31.68,23.54,101.09545,2021-06-11 13:20:00
930.0,48.17,18.71,101.14134,2021-06-11 14:00:00
2031.67,69.06,16.25,101.21975,2021-06-11 14:40:00
1900.0,57.99,16.09,101.27245,2021-06-11 15:20:00
1149.17,70.0,15.58,101.31429,2021-06-11 16:00:00
461.67,77.39,13.95,101.31906,2021-06-11 16:40:00
1943.33,75.96,14.33,101.31528,2021-06-11 17:20:00
2055.83,71.53,15.1,101.25083,2021-06-11 18:00:00
2422.5,68.32,16.7,101.24141,2021-06-11 18:40:00
736.67,69.66,15.07,101.24663,2021-06-11 19:20:00
389.17,74.13,13.99,101.24661,2021-06-11 20:00:00
198.33,77.86,13.41,101.24424,2021-06-11 20:40:00
18.33,79.24,13.0,101.26055,2021-06-11 21:20:00
0.001,78.45,12.84,101.29466,2021-06-11 22:00:00
0.001,81.85,12.4,101.31601,2021-06-11 22:40:00
0.001,81.65,12.27,101.32516,2021-06-11 23:20:00
0.001,83.51,12.18,101.32284,2021-06-12 00:00:00
0.001,84.02,12.1,101.3282,2021-06-12 00:40:00
0.001,83.92,12.34,101.32573000000001,2021-06-12 01:20:00
0.001,84.88,12.48,101.33917,2021-06-12 02:00:00
0.001,85.9,12.41,101.36494,2021-06-12 02:40:00
0.001,86.65,12.46,101.39555,2021-06-12 03:20:00
0.001,87.66,12.13,101.41202,2021-06-12 04:00:00
1.67,88.21,12.18,101.4288,2021-06-12 04:40:00
80.83,89.12,12.08,101.46831,2021-06-12 05:20:00
193.33,86.44,12.56,101.50055,2021-06-12 06:00:00
547.5,84.6,13.34,101.54335999999999,2021-06-12 06:40:00
2725.83,74.17,15.99,101.55485999999999,2021-06-12 07:20:00
1250.0,73.79,15.77,101.60059,2021-06-12 08:00:00
3270.0,70.21,16.78,101.64158,2021-06-12 08:40:00
9913.33,43.98,24.54,101.64921,2021-06-12 09:20:00
4777.5,35.43,27.88,101.65655,2021-06-12 10:00:00
36512.5,23.36,34.61,101.64598000000001,2021-06-12 10:40:00
30975.0,18.71,36.79,101.61264,2021-06-12 11:20:00
14574.17,18.85,35.65,101.54373000000001,2021-06-12 12:00:00
12252.5,12.27,41.6,101.56003,2021-06-12 12:40:00
9700.83,15.49,36.77,101.51845,2021-06-12 13:20:00
9362.5,16.13,35.93,101.42617,2021-06-12 14:00:00
10436.67,12.26,38.13,101.35664,2021-06-12 14:40:00
5903.33,10.17,42.36,101.31484,2021-06-12 15:20:00
6711.67,14.78,35.26,101.24455,2021-06-12 16:00:00
6186.67,20.9,33.03,101.21988,2021-06-12 16:40:00
3377.5,33.37,27.24,101.17671999999999,2021-06-12 17:20:00
2314.17,34.18,26.94,101.07444,2021-06-12 18:00:00
1498.33,38.53,25.4,101.00499,2021-06-12 18:40:00
1180.0,35.31,24.02,100.9348,2021-06-12 19:20:00
514.17,36.96,22.89,100.9052,2021-06-12 20:00:00
115.83,42.91,21.61,100.87386,2021-06-12 20:40:00
9.17,46.61,20.14,100.88914,2021-06-12 21:20:00
0.001,53.22,19.3,100.84795,2021-06-12 22:00:00
0.001,55.21,18.52,100.8785,2021-06-12 22:40:00
0.001,61.69,17.73,100.94722,2021-06-12 23:20:00
0.001,72.66,16.53,100.90728,2021-06-13 00:00:00
0.001,78.93,15.7,100.90653,2021-06-13 00:40:00
0.001,80.92,15.28,100.88584,2021-06-13 01:20:00
0.001,83.32,15.39,100.88909,2021-06-13 02:00:00
0.001,84.19,15.01,100.84059,2021-06-13 02:40:00
0.001,85.29,15.1,100.85009000000001,2021-06-13 03:20:00
0.001,85.95,15.18,100.82072,2021-06-13 04:00:00
0.001,87.13,15.23,100.81028,2021-06-13 04:40:00
11.67,87.37,15.08,100.89811,2021-06-13 05:20:00
77.5,88.65,15.15,100.94583,2021-06-13 06:00:00
154.17,88.5,15.28,100.96047,2021-06-13 06:40:00
210.83,88.44,15.42,101.01973000000001,2021-06-13 07:20:00
167.5,89.43,15.67,101.06853000000001,2021-06-13 08:00:00
780.83,88.32,16.18,101.09210999999999,2021-06-13 08:40:00
587.5,87.25,16.46,101.12892,2021-06-13 09:20:00
2087.5,82.43,17.88,101.14578,2021-06-13 10:00:00
2251.67,75.61,19.97,101.15405,2021-06-13 10:40:00
1221.67,79.87,18.46,101.19197,2021-06-13 11:20:00
4065.83,72.84,21.06,101.18992,2021-06-13 12:00:00
2420.83,71.48,21.04,101.20609,2021-06-13 12:40:00
6792.5,48.65,28.05,101.16426,2021-06-13 13:20:00
6882.5,45.0,28.14,101.14496,2021-06-13 14:00:00
